Localidade;Rede;Taxa de Aprovação - 2015;Taxa de Aprovação - 2017;Taxa de Aprovação - 2019;SAEB - 2015;SAEB - 2017;SAEB - 2019;IDEB 2015;IDEB 2017;IDEB 2019;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Euclides da Cunha Paulista;Municipal;1,00;1,00;0,99;5,57;6,30;6,71;5,6;6,3;6,7;5,3;5,6;5,9;6,1;1º ao 5º ano;3515350
Euclides da Cunha Paulista;Pública;1,00;1,00;0,99;5,57;6,30;6,71;5,6;6,3;6,7;5,3;5,6;5,9;6,1;1º ao 5º ano;3515350
Fartura;Municipal;0,99;0,99;0,99;7,34;7,52;7,45;7,3;7,5;7,4;6,9;7,1;7,2;7,4;1º ao 5º ano;3515400
Fartura;Pública;0,99;0,99;0,99;7,34;7,52;7,45;7,3;7,5;7,4;6,9;7,1;7,2;7,4;1º ao 5º ano;3515400
Fernandópolis;Estadual;0,95;0,97;1,00;7,17;6,28;6,13;6,8;6,1;6,1;6,6;6,9;7,1;7,3;1º ao 5º ano;3515509
Fernandópolis;Municipal;0,97;0,95;0,96;6,66;6,80;6,85;6,5;6,5;6,6;6,6;6,9;7,1;7,3;1º ao 5º ano;3515509
Fernandópolis;Pública;0,97;0,95;0,97;6,71;6,77;6,77;6,5;6,5;6,5;6,6;6,9;7,1;7,3;1º ao 5º ano;3515509
Fernando Prestes;Municipal;0,98;1,00;1,00;6,62;6,32;6,78;6,5;6,3;6,8;7,1;7,3;7,4;7,6;1º ao 5º ano;3515608
Fernando Prestes;Pública;0,98;1,00;1,00;6,62;6,32;6,78;6,5;6,3;6,8;7,1;7,3;7,4;7,6;1º ao 5º ano;3515608
Fernão;Municipal;1,00;0,97;0,99;5,99;6,83;6,54;6,0;6,7;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3515657
Fernão;Pública;1,00;0,97;0,99;5,99;6,83;6,54;6,0;6,7;6,5;6,0;6,2;6,5;6,7;1º ao 5º ano;3515657
Ferraz de Vasconcelos;Estadual;0,79;;;5,81;;;4,6;;;5,6;5,8;6,1;6,3;1º ao 5º ano;3515707
Ferraz de Vasconcelos;Municipal;0,97;0,98;0,99;6,10;6,24;6,23;5,9;6,1;6,1;5,7;6,0;6,2;6,5;1º ao 5º ano;3515707
Ferraz de Vasconcelos;Pública;0,97;0,98;0,99;6,09;6,24;6,23;5,9;6,1;6,1;5,6;5,9;6,1;6,4;1º ao 5º ano;3515707
Flora Rica;Municipal;1,00;0,96;1,00;;5,94;6,73;;5,7;6,7;5,9;6,1;6,4;6,6;1º ao 5º ano;3515806
Flora Rica;Pública;1,00;0,96;1,00;;5,94;6,73;;5,7;6,7;5,9;6,1;6,4;6,6;1º ao 5º ano;3515806
Floreal;Municipal;0,93;0,97;1,00;7,05;7,98;8,15;6,6;7,7;8,2;6,7;6,9;7,1;7,3;1º ao 5º ano;3515905
Floreal;Pública;0,93;0,97;1,00;7,05;7,98;8,15;6,6;7,7;8,2;6,7;6,9;7,1;7,3;1º ao 5º ano;3515905
Flórida Paulista;Estadual;;;;;;;;;;5,6;5,8;6,1;6,4;1º ao 5º ano;3516002
Flórida Paulista;Municipal;1,00;0,97;0,98;6,70;6,36;6,96;6,7;6,2;6,8;6,4;6,6;6,8;7,0;1º ao 5º ano;3516002
Flórida Paulista;Pública;1,00;0,97;0,98;6,70;6,36;6,96;6,7;6,2;6,8;5,6;5,8;6,1;6,4;1º ao 5º ano;3516002
Florínea;Estadual;0,98;0,99;0,99;6,77;7,72;6,52;6,7;7,6;6,5;5,9;6,2;6,4;6,6;1º ao 5º ano;3516101
Florínea;Pública;0,99;0,99;0,99;6,77;7,72;6,52;6,7;7,6;6,5;5,9;6,2;6,4;6,6;1º ao 5º ano;3516101
Franca;Estadual;0,98;0,98;0,98;7,28;7,48;7,45;7,1;7,3;7,3;6,6;6,8;7,0;7,2;1º ao 5º ano;3516200
Franca;Municipal;0,98;0,98;0,98;7,08;7,22;7,11;6,9;7,1;7,0;6,2;6,4;6,7;6,9;1º ao 5º ano;3516200
Franca;Pública;0,98;0,98;0,98;7,18;7,34;7,25;7,1;7,2;7,1;6,5;6,7;6,9;7,1;1º ao 5º ano;3516200
Francisco Morato;Estadual;0,99;1,00;1,00;5,94;6,07;5,70;5,9;6,1;5,7;5,5;5,7;6,0;6,3;1º ao 5º ano;3516309
