Localidade;Rede;IDEB 2015;IDEB 2017;IDEB 2019;IDEB 2021;Meta - 2015;Meta - 2017;Meta - 2019;Meta - 2021;Anos;Cod
Monte Aprazível;Estadual;4,8;4,9;5,7;;5,4;5,6;5,8;6,1;6º ao 9º ano;3531407
Monte Aprazível;Municipal;5,1;5,1;5,3;5,2;5,4;5,6;5,8;6,1;6º ao 9º ano;3531407
Monte Aprazível;Pública;5,0;5,1;5,4;5,3;5,4;5,6;5,8;6,1;6º ao 9º ano;3531407
Monte Azul Paulista;Estadual;5,5;5,0;4,9;4,7;4,6;4,9;5,2;5,4;6º ao 9º ano;3531506
Monte Azul Paulista;Municipal;4,9;5,2;5,7;5,8;5,4;5,6;5,9;6,1;6º ao 9º ano;3531506
Monte Azul Paulista;Pública;5,3;5,1;5,3;5,3;4,8;5,0;5,3;5,5;6º ao 9º ano;3531506
Monte Castelo;Estadual;5,3;4,8;5,2;5,4;5,8;6,1;6,3;6,5;6º ao 9º ano;3531605
Monte Castelo;Pública;5,3;4,8;5,2;5,4;5,8;6,1;6,3;6,5;6º ao 9º ano;3531605
Monteiro Lobato;Estadual;4,7;4,9;5,5;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3531704
Monteiro Lobato;Pública;4,7;4,9;5,5;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3531704
Monte Mor;Estadual;4,8;4,7;5,1;5,2;5,4;5,7;5,9;6,1;6º ao 9º ano;3531803
Monte Mor;Municipal;5,0;5,3;5,5;5,2;5,0;5,2;5,5;5,7;6º ao 9º ano;3531803
Monte Mor;Pública;4,9;5,1;5,4;5,2;5,4;5,7;5,9;6,1;6º ao 9º ano;3531803
Morro Agudo;Estadual;4,8;4,6;4,5;4,8;4,7;4,9;5,2;5,5;6º ao 9º ano;3531902
Morro Agudo;Municipal;5,0;5,3;4,7;5,3;3,7;4,0;4,2;4,5;6º ao 9º ano;3531902
Morro Agudo;Pública;4,9;5,1;4,6;5,1;4,7;4,9;5,2;5,5;6º ao 9º ano;3531902
Morungaba;Estadual;5,0;5,2;5,5;5,5;5,7;6,0;6,2;6,4;6º ao 9º ano;3532009
Morungaba;Municipal;4,3;5,2;4,9;5,2;5,0;5,3;5,5;5,8;6º ao 9º ano;3532009
Morungaba;Pública;4,7;5,2;5,1;5,3;5,5;5,7;5,9;6,2;6º ao 9º ano;3532009
Motuca;Municipal;4,9;5,3;4,7;5,9;5,6;5,8;6,1;6,3;6º ao 9º ano;3532058
Motuca;Pública;4,9;5,3;4,7;5,9;5,6;5,8;6,1;6,3;6º ao 9º ano;3532058
Murutinga do Sul;Estadual;4,9;4,4;5,3;4,8;4,8;5,1;5,3;5,6;6º ao 9º ano;3532108
Murutinga do Sul;Pública;4,9;4,4;5,3;4,8;4,8;5,1;5,3;5,6;6º ao 9º ano;3532108
Nantes;Estadual;5,1;5,6;5,3;5,5;5,2;5,4;5,7;5,9;6º ao 9º ano;3532157
Nantes;Pública;5,1;5,6;5,3;5,5;5,2;5,4;5,7;5,9;6º ao 9º ano;3532157
Narandiba;Municipal;4,9;5,0;4,6;5,1;5,5;5,7;6,0;6,2;6º ao 9º ano;3532207
Narandiba;Pública;4,9;5,0;4,6;5,1;5,5;5,7;6,0;6,2;6º ao 9º ano;3532207
Natividade da Serra;Estadual;5,1;5,5;5,2;5,5;4,7;4,9;5,2;5,4;6º ao 9º ano;3532306
Natividade da Serra;Municipal;;;;;5,2;5,5;5,7;5,9;6º ao 9º ano;3532306
Natividade da Serra;Pública;5,1;5,5;5,2;5,5;4,8;5,1;5,3;5,6;6º ao 9º ano;3532306
Nazaré Paulista;Estadual;4,7;5,0;5,3;5,5;5,2;5,4;5,7;5,9;6º ao 9º ano;3532405
Nazaré Paulista;Pública;4,7;5,0;5,3;5,5;5,2;5,4;5,7;5,9;6º ao 9º ano;3532405
Neves Paulista;Estadual;5,3;5,4;5,4;5,2;5,0;5,3;5,5;5,8;6º ao 9º ano;3532504
Neves Paulista;Pública;5,3;5,4;5,4;5,2;5,0;5,3;5,5;5,8;6º ao 9º ano;3532504
Nhandeara;Estadual;5,3;5,3;5,7;5,7;6,2;6,4;6,6;6,8;6º ao 9º ano;3532603
Nhandeara;Pública;5,3;5,3;5,7;5,7;6,2;6,4;6,6;6,8;6º ao 9º ano;3532603
Nipoã;Estadual;5,0;4,9;5,2;5,1;5,1;5,4;5,6;5,8;6º ao 9º ano;3532702
Nipoã;Pública;5,0;4,9;5,2;5,1;5,1;5,4;5,6;5,8;6º ao 9º ano;3532702
Nova Aliança;Estadual;5,0;4,8;4,1;5,9;5,7;5,9;6,2;6,4;6º ao 9º ano;3532801
Nova Aliança;Municipal;;3,6;4,8;6,2;5,1;5,4;5,6;5,8;6º ao 9º ano;3532801
Nova Aliança;Pública;5,0;4,6;4,2;5,9;5,5;5,7;6,0;6,2;6º ao 9º ano;3532801
Nova Campina;Municipal;4,3;4,8;5,0;;4,7;4,9;5,2;5,4;6º ao 9º ano;3532827
Nova Campina;Pública;4,3;4,8;5,0;;4,7;4,9;5,2;5,4;6º ao 9º ano;3532827
Nova Canaã Paulista;Estadual;5,3;5,7;6,4;6,3;6,0;6,2;6,4;6,6;6º ao 9º ano;3532843
Nova Canaã Paulista;Pública;5,3;5,7;6,4;6,3;6,0;6,2;6,4;6,6;6º ao 9º ano;3532843
Nova Castilho;Estadual;;5,7;;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3532868
Nova Castilho;Pública;;5,7;;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3532868
Nova Europa;Municipal;4,4;5,0;5,5;5,1;5,4;5,7;5,9;6,1;6º ao 9º ano;3532900
Nova Europa;Pública;4,4;5,0;5,5;5,1;5,4;5,7;5,9;6,1;6º ao 9º ano;3532900
Nova Granada;Estadual;4,2;4,8;5,0;5,2;5,2;5,4;5,7;5,9;6º ao 9º ano;3533007
Nova Granada;Pública;4,2;4,8;5,0;5,2;5,2;5,4;5,7;5,9;6º ao 9º ano;3533007
Nova Guataporanga;Estadual;5,4;6,2;6,2;5,6;5,5;5,7;5,9;6,2;6º ao 9º ano;3533106
Nova Guataporanga;Pública;5,4;6,2;6,2;5,6;5,5;5,7;5,9;6,2;6º ao 9º ano;3533106
Nova Independência;Municipal;4,7;4,9;4,3;5,4;5,1;5,4;5,6;5,9;6º ao 9º ano;3533205
Nova Independência;Pública;4,7;4,9;4,3;5,4;5,1;5,4;5,6;5,9;6º ao 9º ano;3533205
Novais;Municipal;4,8;4,7;5,4;5,2;5,3;5,6;5,8;6,0;6º ao 9º ano;3533254
Novais;Pública;4,8;4,7;5,4;5,2;5,3;5,6;5,8;6,0;6º ao 9º ano;3533254
Nova Luzitânia;Estadual;5,5;5,3;5,6;5,6;5,8;6,0;6,2;6,4;6º ao 9º ano;3533304
Nova Luzitânia;Pública;5,5;5,3;5,6;5,6;5,8;6,0;6,2;6,4;6º ao 9º ano;3533304
Nova Odessa;Estadual;5,3;5,3;5,5;5,6;5,8;6,0;6,2;6,5;6º ao 9º ano;3533403
Nova Odessa;Pública;5,3;5,3;5,5;5,6;5,8;6,0;6,2;6,5;6º ao 9º ano;3533403
Novo Horizonte;Estadual;4,7;5,0;4,7;5,2;4,8;5,0;5,3;5,6;6º ao 9º ano;3533502
Novo Horizonte;Municipal;6,7;7,2;6,7;5,6;5,0;5,3;5,5;5,8;6º ao 9º ano;3533502
Novo Horizonte;Pública;6,2;6,7;6,4;5,6;4,7;5,0;5,2;5,5;6º ao 9º ano;3533502
Nuporanga;Estadual;;;;;5,6;5,8;6,0;6,3;6º ao 9º ano;3533601
Nuporanga;Municipal;4,7;5,6;5,7;;5,7;5,9;6,1;6,4;6º ao 9º ano;3533601
Nuporanga;Pública;4,7;5,6;5,7;;5,6;5,8;6,0;6,3;6º ao 9º ano;3533601
Ocauçu;Estadual;4,9;5,2;5,6;5,5;5,5;5,8;6,0;6,2;6º ao 9º ano;3533700
Ocauçu;Pública;4,9;5,2;5,6;5,5;5,5;5,8;6,0;6,2;6º ao 9º ano;3533700
Óleo;Estadual;5,1;5,7;5,0;5,8;4,7;4,9;5,2;5,4;6º ao 9º ano;3533809
Óleo;Pública;5,1;5,7;5,0;5,8;4,7;4,9;5,2;5,4;6º ao 9º ano;3533809
Olímpia;Estadual;5,3;5,6;5,6;5,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3533908
Olímpia;Pública;5,3;5,6;5,6;5,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3533908
Onda Verde;Estadual;5,3;4,6;4,5;5,0;5,7;5,9;6,1;6,3;6º ao 9º ano;3534005
Onda Verde;Pública;5,3;4,6;4,5;5,0;5,7;5,9;6,1;6,3;6º ao 9º ano;3534005
Oriente;Estadual;4,4;4,8;4,7;5,1;5,9;6,1;6,4;6,6;6º ao 9º ano;3534104
Oriente;Pública;4,4;4,8;4,7;5,1;5,9;6,1;6,4;6,6;6º ao 9º ano;3534104
Orindiúva;Municipal;5,7;5,8;6,0;5,6;6,0;6,2;6,4;6,6;6º ao 9º ano;3534203
Orindiúva;Pública;5,7;5,8;6,0;5,6;6,0;6,2;6,4;6,6;6º ao 9º ano;3534203
Orlândia;Estadual;;;;;4,7;5,0;5,3;5,5;6º ao 9º ano;3534302
Orlândia;Municipal;5,0;5,2;5,1;5,0;4,9;5,2;5,4;5,7;6º ao 9º ano;3534302
Orlândia;Pública;5,0;5,2;5,1;5,0;4,9;5,1;5,4;5,6;6º ao 9º ano;3534302
Osasco;Estadual;4,3;4,4;4,8;5,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3534401
Osasco;Pública;4,3;4,4;4,8;5,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3534401
Oscar Bressane;Municipal;4,4;6,1;6,4;5,8;5,3;5,6;5,8;6,1;6º ao 9º ano;3534500
Oscar Bressane;Pública;4,4;6,1;6,4;5,8;5,3;5,6;5,8;6,1;6º ao 9º ano;3534500
Osvaldo Cruz;Estadual;5,0;4,8;5,4;5,2;5,5;5,8;6,0;6,2;6º ao 9º ano;3534609
Osvaldo Cruz;Pública;5,0;4,8;5,4;5,2;5,5;5,8;6,0;6,2;6º ao 9º ano;3534609
Ourinhos;Estadual;5,0;5,2;5,3;5,6;5,3;5,5;5,7;6,0;6º ao 9º ano;3534708
Ourinhos;Municipal;5,0;5,4;5,8;5,8;5,6;5,8;6,1;6,3;6º ao 9º ano;3534708
Ourinhos;Pública;5,0;5,3;5,5;5,7;5,4;5,6;5,8;6,1;6º ao 9º ano;3534708
Ouroeste;Estadual;5,3;5,2;;5,8;5,8;6,0;6,3;6,5;6º ao 9º ano;3534757
Ouroeste;Municipal;;;6,2;;;;;6,4;6º ao 9º ano;3534757
Ouroeste;Pública;5,2;5,2;6,0;5,8;5,9;6,1;6,3;6,5;6º ao 9º ano;3534757
Ouro Verde;Municipal;5,6;5,0;4,7;5,1;5,2;5,5;5,7;6,0;6º ao 9º ano;3534807
Ouro Verde;Pública;5,6;5,0;4,7;5,1;5,2;5,5;5,7;6,0;6º ao 9º ano;3534807
Pacaembu;Estadual;4,9;4,6;5,2;5,2;5,4;5,6;5,9;6,1;6º ao 9º ano;3534906
Pacaembu;Pública;4,9;4,6;5,2;5,2;5,4;5,6;5,9;6,1;6º ao 9º ano;3534906
Palestina;Estadual;;;;;5,5;5,7;5,9;6,2;6º ao 9º ano;3535002
Palestina;Municipal;4,8;4,9;5,5;5,4;4,8;5,0;5,3;5,5;6º ao 9º ano;3535002
Palestina;Pública;4,8;4,9;5,5;5,4;5,5;5,7;5,9;6,2;6º ao 9º ano;3535002
Palmares Paulista;Estadual;5,3;5,2;5,7;5,9;5,3;5,5;5,8;6,0;6º ao 9º ano;3535101
Palmares Paulista;Pública;5,3;5,2;5,7;5,9;5,3;5,5;5,8;6,0;6º ao 9º ano;3535101
Palmeira d'Oeste;Estadual;5,5;5,3;5,3;5,5;6,0;6,3;6,5;6,7;6º ao 9º ano;3535200
Palmeira d'Oeste;Pública;5,5;5,3;5,3;5,5;6,0;6,3;6,5;6,7;6º ao 9º ano;3535200
Palmital;Estadual;4,4;4,5;4,7;5,3;5,2;5,5;5,7;5,9;6º ao 9º ano;3535309
Palmital;Pública;4,4;4,5;4,7;5,3;5,2;5,5;5,7;5,9;6º ao 9º ano;3535309
Panorama;Estadual;5,1;4,6;5,0;4,9;5,1;5,4;5,6;5,9;6º ao 9º ano;3535408
Panorama;Pública;5,1;4,6;5,0;4,9;5,1;5,4;5,6;5,9;6º ao 9º ano;3535408
Paraguaçu Paulista;Estadual;5,8;5,6;5,6;5,7;6,2;6,4;6,6;6,8;6º ao 9º ano;3535507
Paraguaçu Paulista;Municipal;5,1;5,3;5,4;4,9;4,9;5,2;5,4;5,7;6º ao 9º ano;3535507
Paraguaçu Paulista;Pública;5,2;5,4;5,4;5,1;5,7;6,0;6,2;6,4;6º ao 9º ano;3535507
Paraibuna;Estadual;5,1;5,1;5,7;5,6;5,1;5,4;5,6;5,9;6º ao 9º ano;3535606
Paraibuna;Pública;5,1;5,1;5,7;5,6;5,1;5,4;5,6;5,9;6º ao 9º ano;3535606
Paraíso;Municipal;5,4;6,0;6,0;6,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3535705
Paraíso;Pública;5,4;6,0;6,0;6,0;5,0;5,2;5,5;5,7;6º ao 9º ano;3535705
Paranapanema;Municipal;4,5;5,0;5,2;;4,8;5,0;5,3;5,6;6º ao 9º ano;3535804
Paranapanema;Pública;4,5;5,0;5,2;;4,8;5,0;5,3;5,6;6º ao 9º ano;3535804
Paranapuã;Estadual;5,6;5,3;5,2;5,0;6,5;6,6;6,8;7,0;6º ao 9º ano;3535903
Paranapuã;Pública;5,6;5,3;5,2;5,0;6,5;6,6;6,8;7,0;6º ao 9º ano;3535903
Parapuã;Estadual;5,0;5,1;5,7;5,3;5,8;6,0;6,2;6,4;6º ao 9º ano;3536000
Parapuã;Pública;5,0;5,1;5,7;5,3;5,8;6,0;6,2;6,4;6º ao 9º ano;3536000
Pardinho;Municipal;4,6;3,9;5,2;;5,2;5,5;5,7;5,9;6º ao 9º ano;3536109
Pardinho;Pública;4,6;3,9;5,2;;5,2;5,5;5,7;5,9;6º ao 9º ano;3536109
PariqueraAçu;Estadual;5,1;5,5;5,4;5,6;5,2;5,4;5,7;5,9;6º ao 9º ano;3536208
PariqueraAçu;Pública;5,1;5,5;5,4;5,6;5,2;5,4;5,7;5,9;6º ao 9º ano;3536208
Parisi;Estadual;5,5;5,4;4,9;5,5;5,6;5,9;6,1;6,3;6º ao 9º ano;3536257
Parisi;Pública;5,5;5,4;4,9;5,5;5,6;5,9;6,1;6,3;6º ao 9º ano;3536257
Patrocínio Paulista;Estadual;4,9;4,7;5,2;;5,9;6,1;6,3;6,5;6º ao 9º ano;3536307
Patrocínio Paulista;Pública;4,9;4,7;5,2;;5,9;6,1;6,3;6,5;6º ao 9º ano;3536307
Paulicéia;Estadual;4,8;5,0;4,9;;5,6;5,8;6,0;6,3;6º ao 9º ano;3536406
Paulicéia;Pública;4,8;5,0;4,9;;5,6;5,8;6,0;6,3;6º ao 9º ano;3536406
Paulínia;Estadual;5,5;5,5;5,5;5,4;6,2;6,4;6,6;6,8;6º ao 9º ano;3536505
Paulínia;Municipal;4,5;4,9;5,0;5,4;4,6;4,8;5,1;5,3;6º ao 9º ano;3536505
Paulínia;Pública;4,9;5,1;5,3;5,4;5,5;5,7;6,0;6,2;6º ao 9º ano;3536505
Paulistânia;Estadual;5,2;5,9;5,8;4,7;5,3;5,6;5,8;6,0;6º ao 9º ano;3536570
Paulistânia;Pública;5,2;5,9;5,8;4,7;5,3;5,6;5,8;6,0;6º ao 9º ano;3536570
Paulo de Faria;Estadual;4,7;4,6;;;6,1;6,3;6,5;6,7;6º ao 9º ano;3536604
Paulo de Faria;Municipal;;;4,8;4,9;;;;5,1;6º ao 9º ano;3536604
Paulo de Faria;Pública;4,7;4,6;4,8;4,9;6,1;6,3;6,5;6,7;6º ao 9º ano;3536604
Pederneiras;Estadual;4,9;4,9;5,0;5,2;5,2;5,4;5,7;5,9;6º ao 9º ano;3536703
Pederneiras;Pública;4,9;4,9;5,0;5,2;5,2;5,4;5,7;5,9;6º ao 9º ano;3536703
Pedra Bela;Municipal;5,2;4,8;6,4;6,0;5,7;6,0;6,2;6,4;6º ao 9º ano;3536802
Pedra Bela;Pública;5,2;4,8;6,4;6,0;5,7;6,0;6,2;6,4;6º ao 9º ano;3536802
Pedranópolis;Estadual;5,3;6,0;5,8;5,6;4,8;5,1;5,4;5,6;6º ao 9º ano;3536901
Pedranópolis;Pública;5,3;6,0;5,8;5,6;4,8;5,1;5,4;5,6;6º ao 9º ano;3536901
Pedregulho;Estadual;4,6;5,0;4,9;5,1;5,6;5,8;6,1;6,3;6º ao 9º ano;3537008
Pedregulho;Pública;4,6;5,0;4,9;5,1;5,6;5,8;6,1;6,3;6º ao 9º ano;3537008
Pedreira;Estadual;5,2;5,1;5,6;5,5;5,7;5,9;6,2;6,4;6º ao 9º ano;3537107
Pedreira;Pública;5,2;5,1;5,6;5,5;5,7;5,9;6,2;6,4;6º ao 9º ano;3537107
Pedrinhas Paulista;Estadual;5,1;5,4;5,9;6,1;5,7;5,9;6,1;6,3;6º ao 9º ano;3537156
Pedrinhas Paulista;Pública;5,1;5,4;5,9;6,1;5,7;5,9;6,1;6,3;6º ao 9º ano;3537156
Pedro de Toledo;Estadual;4,5;4,6;5,0;4,9;5,4;5,6;5,8;6,1;6º ao 9º ano;3537206
Pedro de Toledo;Pública;4,5;4,6;5,0;4,9;5,4;5,6;5,8;6,1;6º ao 9º ano;3537206
Penápolis;Estadual;4,7;4,9;5,2;5,1;5,0;5,2;5,5;5,7;6º ao 9º ano;3537305
Penápolis;Pública;4,7;4,9;5,2;5,1;5,0;5,2;5,5;5,7;6º ao 9º ano;3537305
Pereira Barreto;Estadual;5,5;5,5;5,6;5,7;6,0;6,2;6,4;6,6;6º ao 9º ano;3537404
Pereira Barreto;Pública;5,5;5,5;5,6;5,7;6,0;6,2;6,4;6,6;6º ao 9º ano;3537404
Pereiras;Estadual;4,8;4,7;5,5;5,4;5,5;5,7;5,9;6,2;6º ao 9º ano;3537503
Pereiras;Pública;4,8;4,7;5,5;5,4;5,5;5,7;5,9;6,2;6º ao 9º ano;3537503
Peruíbe;Estadual;4,7;4,8;4,9;5,1;5,3;5,5;5,8;6,0;6º ao 9º ano;3537602
Peruíbe;Municipal;4,4;4,3;5,0;5,0;5,1;5,3;5,5;5,8;6º ao 9º ano;3537602
Peruíbe;Pública;4,7;4,8;4,9;5,1;5,3;5,5;5,8;6,0;6º ao 9º ano;3537602
Piacatu;Estadual;5,6;4,9;;5,6;5,3;5,6;5,8;6,1;6º ao 9º ano;3537701
Piacatu;Pública;5,6;4,9;;5,6;5,3;5,6;5,8;6,1;6º ao 9º ano;3537701
Piedade;Estadual;4,8;5,3;5,5;5,7;5,5;5,8;6,0;6,2;6º ao 9º ano;3537800
Piedade;Pública;4,8;5,3;5,5;5,7;5,5;5,8;6,0;6,2;6º ao 9º ano;3537800
Pilar do Sul;Estadual;5,4;5,3;6,0;5,6;5,4;5,7;5,9;6,1;6º ao 9º ano;3537909
Pilar do Sul;Pública;5,4;5,3;6,0;5,6;5,4;5,7;5,9;6,1;6º ao 9º ano;3537909
Pindamonhangaba;Estadual;5,0;5,2;5,5;5,6;5,3;5,5;5,8;6,0;6º ao 9º ano;3538006
Pindamonhangaba;Pública;5,0;5,2;5,5;5,6;5,3;5,5;5,8;6,0;6º ao 9º ano;3538006
Pindorama;Estadual;3,7;4,7;4,4;4,5;4,5;4,8;5,1;5,3;6º ao 9º ano;3538105
Pindorama;Municipal;5,4;5,4;5,7;5,6;5,5;5,7;5,9;6,2;6º ao 9º ano;3538105
Pindorama;Pública;5,1;5,2;5,6;5,5;5,0;5,3;5,5;5,8;6º ao 9º ano;3538105
Pinhalzinho;Municipal;4,6;5,6;5,9;5,7;4,9;5,2;5,4;5,7;6º ao 9º ano;3538204
Pinhalzinho;Pública;4,6;5,6;5,9;5,7;4,9;5,2;5,4;5,7;6º ao 9º ano;3538204
Piquerobi;Estadual;6,0;5,1;4,7;5,0;5,8;6,1;6,3;6,5;6º ao 9º ano;3538303
Piquerobi;Pública;6,0;5,1;4,7;5,0;5,8;6,1;6,3;6,5;6º ao 9º ano;3538303
Piquete;Estadual;4,6;4,4;4,9;5,1;4,7;5,0;5,3;5,5;6º ao 9º ano;3538501
Piquete;Pública;4,6;4,4;4,9;5,1;4,7;5,0;5,3;5,5;6º ao 9º ano;3538501
Piracaia;Estadual;5,5;5,4;5,5;5,6;5,6;5,8;6,1;6,3;6º ao 9º ano;3538600
Piracaia;Municipal;3,1;;5,1;;5,5;5,7;6,0;6,2;6º ao 9º ano;3538600
Piracaia;Pública;5,2;5,3;5,5;5,6;5,6;5,8;6,0;6,3;6º ao 9º ano;3538600
Piracicaba;Estadual;5,0;5,2;5,5;5,5;5,0;5,2;5,5;5,7;6º ao 9º ano;3538709
Piracicaba;Pública;5,0;5,2;5,5;5,5;5,0;5,2;5,5;5,7;6º ao 9º ano;3538709
Piraju;Estadual;5,3;5,5;5,5;5,5;5,5;5,7;5,9;6,2;6º ao 9º ano;3538808
Piraju;Pública;5,3;5,5;5,5;5,5;5,5;5,7;5,9;6,2;6º ao 9º ano;3538808
Pirajuí;Estadual;4,8;5,0;5,0;4,8;5,2;5,5;5,7;6,0;6º ao 9º ano;3538907
Pirajuí;Pública;4,8;5,0;5,0;4,8;5,2;5,5;5,7;6,0;6º ao 9º ano;3538907
Pirangi;Estadual;5,6;5,2;5,2;5,4;5,8;6,0;6,3;6,5;6º ao 9º ano;3539004
Pirangi;Pública;5,6;5,2;5,2;5,4;5,8;6,0;6,3;6,5;6º ao 9º ano;3539004
Pirapora do Bom Jesus;Municipal;4,0;4,2;4,0;4,7;4,6;4,9;5,1;5,4;6º ao 9º ano;3539103
Pirapora do Bom Jesus;Pública;4,0;4,2;4,0;4,7;4,6;4,9;5,1;5,4;6º ao 9º ano;3539103
Pirapozinho;Estadual;5,0;5,1;5,0;5,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3539202
Pirapozinho;Pública;5,0;5,1;5,0;5,6;5,5;5,7;6,0;6,2;6º ao 9º ano;3539202
Pirassununga;Estadual;5,0;5,4;5,4;5,1;5,2;5,4;5,7;5,9;6º ao 9º ano;3539301
Pirassununga;Pública;5,0;5,4;5,4;5,1;5,2;5,4;5,7;5,9;6º ao 9º ano;3539301
Piratininga;Estadual;4,6;4,2;4,5;4,5;5,2;5,5;5,7;6,0;6º ao 9º ano;3539400
Piratininga;Pública;4,6;4,2;4,5;4,5;5,2;5,5;5,7;6,0;6º ao 9º ano;3539400
Pitangueiras;Estadual;4,7;5,0;5,3;5,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3539509
Pitangueiras;Municipal;4,4;5,1;4,6;5,1;4,8;5,1;5,3;5,6;6º ao 9º ano;3539509
Pitangueiras;Pública;4,6;5,0;5,2;5,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3539509
Planalto;Estadual;4,6;4,9;4,1;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3539608
Planalto;Pública;4,6;4,9;4,1;5,1;5,1;5,4;5,6;5,9;6º ao 9º ano;3539608
Platina;Estadual;4,7;3,9;;4,7;5,1;5,4;5,6;5,9;6º ao 9º ano;3539707
Platina;Pública;4,7;3,9;;4,7;5,1;5,4;5,6;5,9;6º ao 9º ano;3539707
Poá;Estadual;4,6;4,7;5,1;5,3;4,8;5,1;5,3;5,6;6º ao 9º ano;3539806
Poá;Municipal;5,9;6,0;6,0;6,1;;6,1;6,3;6,5;6º ao 9º ano;3539806
Poá;Pública;4,9;5,1;5,4;5,5;4,8;5,1;5,3;5,6;6º ao 9º ano;3539806
Poloni;Estadual;5,1;4,5;4,8;5,2;6,1;6,3;6,5;6,7;6º ao 9º ano;3539905
Poloni;Pública;5,1;4,5;4,8;5,2;6,1;6,3;6,5;6,7;6º ao 9º ano;3539905
Pompéia;Estadual;4,6;4,8;5,3;5,3;5,7;5,9;6,2;6,4;6º ao 9º ano;3540002
Pompéia;Pública;4,6;4,8;5,3;5,3;5,7;5,9;6,2;6,4;6º ao 9º ano;3540002
Pongaí;Estadual;4,8;4,5;4,7;5,3;4,4;4,7;4,9;5,2;6º ao 9º ano;3540101
Pongaí;Pública;4,8;4,5;4,7;5,3;4,4;4,7;4,9;5,2;6º ao 9º ano;3540101
Pontal;Estadual;4,8;5,0;5,2;5,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3540200
Pontal;Municipal;4,8;4,9;4,7;5,1;4,7;4,9;5,2;5,4;6º ao 9º ano;3540200
Pontal;Pública;4,8;5,0;5,1;5,2;5,5;5,7;6,0;6,2;6º ao 9º ano;3540200
Pontalinda;Estadual;5,3;4,9;;;5,5;5,8;6,0;6,2;6º ao 9º ano;3540259
Pontalinda;Pública;5,3;4,9;;;5,5;5,8;6,0;6,2;6º ao 9º ano;3540259
Pontes Gestal;Estadual;4,5;4,1;;5,0;5,4;5,6;5,9;6,1;6º ao 9º ano;3540309
Pontes Gestal;Pública;4,5;4,1;;5,0;5,4;5,6;5,9;6,1;6º ao 9º ano;3540309
Populina;Estadual;5,7;5,8;6,2;;6,0;6,2;6,4;6,6;6º ao 9º ano;3540408
Populina;Pública;5,7;5,8;6,2;;6,0;6,2;6,4;6,6;6º ao 9º ano;3540408
Porangaba;Estadual;4,5;4,2;5,2;5,0;5,9;6,1;6,3;6,5;6º ao 9º ano;3540507
Porangaba;Pública;4,5;4,2;5,2;5,0;5,9;6,1;6,3;6,5;6º ao 9º ano;3540507
Porto Feliz;Estadual;5,0;4,5;5,7;5,5;5,0;5,2;5,5;5,7;6º ao 9º ano;3540606
Porto Feliz;Municipal;4,9;5,3;5,5;5,4;5,3;5,5;5,8;6,0;6º ao 9º ano;3540606
Porto Feliz;Pública;4,9;5,1;5,6;5,4;5,0;5,2;5,5;5,7;6º ao 9º ano;3540606
Porto Ferreira;Estadual;3,9;4,7;5,1;4,8;5,0;5,3;5,5;5,8;6º ao 9º ano;3540705
Porto Ferreira;Municipal;4,7;5,3;5,5;5,2;6,9;7,1;7,2;7,4;6º ao 9º ano;3540705
Porto Ferreira;Pública;4,3;5,0;5,3;5,0;5,3;5,6;5,8;6,0;6º ao 9º ano;3540705
Potim;Estadual;;;;;4,7;5,0;5,2;5,5;6º ao 9º ano;3540754
Potim;Municipal;4,0;4,2;5,1;5,2;5,0;5,2;5,5;5,7;6º ao 9º ano;3540754
Potim;Pública;4,0;4,2;5,1;5,2;4,7;5,0;5,2;5,5;6º ao 9º ano;3540754
Potirendaba;Municipal;5,9;4,7;5,9;5,5;4,4;4,7;4,9;5,2;6º ao 9º ano;3540804
Potirendaba;Pública;5,9;4,7;5,9;5,5;4,4;4,7;4,9;5,2;6º ao 9º ano;3540804
Pracinha;Estadual;4,9;4,5;4,7;4,6;5,3;5,5;5,8;6,0;6º ao 9º ano;3540853
Pracinha;Pública;4,9;4,5;4,7;4,6;5,3;5,5;5,8;6,0;6º ao 9º ano;3540853
Pradópolis;Municipal;4,0;4,7;5,4;;4,8;5,1;5,3;5,6;6º ao 9º ano;3540903
Pradópolis;Pública;4,0;4,7;5,4;;4,8;5,1;5,3;5,6;6º ao 9º ano;3540903
Praia Grande;Estadual;4,6;4,7;5,1;5,2;5,1;5,3;5,5;5,8;6º ao 9º ano;3541000
Praia Grande;Municipal;4,9;5,4;5,5;5,5;5,4;5,6;5,9;6,1;6º ao 9º ano;3541000
Praia Grande;Pública;4,8;5,1;5,4;5,4;5,1;5,3;5,6;5,8;6º ao 9º ano;3541000
